q3	q3_p16	what is recommendation systems	Vector space models represent queries and documents as vectors for similarity ranking.
q3	q3_p4	what is recommendation systems	Fourier transforms convert time domain signals into frequency domain representations.
q3	q3_p0	what is recommendation systems	Matrix factorization decomposes user-item interaction matrices into latent factors.
q3	q3_p5	what is recommendation systems	Graph neural networks aggregate neighborhood information for node representation learning.
q3	q3_p15	what is recommendation systems	Deep learning uses multiple hidden layers to learn hierarchical feature representations.
q3	q3_p10	what is recommendation systems	Early stopping halts training when validation loss stops improving to avoid overfitting.
q3	q3_p3	what is recommendation systems	Astronomers observed a rare conjunction of planets visible to the naked eye.
q3	q3_p1	what is recommendation systems	Click-through rate prediction estimates the probability a user clicks a recommended item.
q3	q3_p14	what is recommendation systems	Knowledge graphs store entities and relationships as structured triples.
q3	q3_p8	what is recommendation systems	Mean average precision averages precision at each relevant document position.
q3	q3_p7	what is recommendation systems	ARIMA models capture autoregressive integrated moving average patterns in time series.
q3	q3_p11	what is recommendation systems	Supervised learning trains models on labeled examples to predict outputs for new inputs.
q3	q3_p12	what is recommendation systems	Federated learning trains models across distributed devices without sharing raw data.
q3	q3_p9	what is recommendation systems	The orchestra performed a symphony composed in the eighteenth century.
q3	q3_p6	what is recommendation systems	The architect designed a sustainable building with solar panels and green roofs.
q3	q3_p17	what is recommendation systems	L2 regularization penalizes large weights by adding squared norms to the loss.
q4	q4_p19	what is machine learning	The documentary explored ancient civilizations of the Mediterranean region.
q4	q4_p14	what is machine learning	NDCG measures ranking quality by rewarding relevant documents placed higher in the list.
q4	q4_p4	what is machine learning	Pointwise ranking models score each document independently of other candidates.
q4	q4_p9	what is machine learning	Mean average precision averages precision at each relevant document position.
q4	q4_p8	what is machine learning	Gradient descent minimizes loss by iteratively updating parameters in the negative gradient direction.
q4	q4_p2	what is machine learning	The orchestra performed a symphony composed in the eighteenth century.
q4	q4_p5	what is machine learning	Scientists discovered a new species of amphibian in the tropical rainforest.
q4	q4_p6	what is machine learning	Overfitting occurs when a model memorizes training data and fails to generalize.
q4	q4_p12	what is machine learning	Deep learning uses multiple hidden layers to learn hierarchical feature representations.
q4	q4_p1	what is machine learning	Supervised learning trains models on labeled examples to predict outputs for new inputs.
q4	q4_p10	what is machine learning	BM25 ranks documents by term frequency and inverse document frequency weighting.
q4	q4_p0	what is machine learning	Machine learning enables systems to learn patterns from data without explicit programming.
q4	q4_p17	what is machine learning	Transfer learning reuses features from pretrained vision models for new tasks.
q4	q4_p15	what is machine learning	BERT is pre-trained on masked language modeling and next sentence prediction tasks.
q4	q4_p7	what is machine learning	Transformers use self-attention to process all tokens in parallel without recurrence.
q4	q4_p16	what is machine learning	Graph neural networks aggregate neighborhood information for node representation learning.
q4	q4_p18	what is machine learning	Text summarization produces concise descriptions of longer documents automatically.
q4	q4_p11	what is machine learning	Cross validation estimates generalization performance by rotating the held-out fold.
q4	q4_p13	what is machine learning	Relation extraction identifies semantic relationships between entities in text.
q4	q4_p3	what is machine learning	The chef prepared a three-course meal for the anniversary celebration.
q5	q5_p3	what is computer vision	Train test split partitions data into training validation and held-out test sets.
q5	q5_p10	what is computer vision	Cross validation estimates generalization performance by rotating the held-out fold.
q5	q5_p16	what is computer vision	Mean average precision averages precision at each relevant document position.
q5	q5_p18	what is computer vision	Named entity recognition identifies people places and organizations in text.
q5	q5_p2	what is computer vision	Transformers use self-attention to process all tokens in parallel without recurrence.
q5	q5_p9	what is computer vision	The new legislation requires companies to disclose environmental impact reports.
q5	q5_p19	what is computer vision	Content-based filtering matches item features to user preference profiles.
q5	q5_p11	what is computer vision	Football teams compete in a league system with promotion and relegation.
q5	q5_p8	what is computer vision	The documentary explored ancient civilizations of the Mediterranean region.
q5	q5_p6	what is computer vision	Missing value imputation fills gaps in data using statistical or model-based methods.
q5	q5_p14	what is computer vision	Deep learning uses multiple hidden layers to learn hierarchical feature representations.
q5	q5_p7	what is computer vision	Knowledge graphs store entities and relationships as structured triples.
q5	q5_p13	what is computer vision	Information retrieval finds relevant documents from large collections given a user query.
q5	q5_p15	what is computer vision	Matrix factorization decomposes user-item interaction matrices into latent factors.
q5	q5_p4	what is computer vision	Inverted indexes map terms to documents for fast query processing at scale.
q5	q5_p17	what is computer vision	Precision at k measures the fraction of relevant items in the top k results.
q5	q5_p0	what is computer vision	Data augmentation artificially expands training sets with rotations crops and flips.
q5	q5_p12	what is computer vision	Marathon runners trained for months to prepare for the city race event.
q5	q5_p5	what is computer vision	Scientists discovered a new species of amphibian in the tropical rainforest.
q5	q5_p1	what is computer vision	Image segmentation assigns a class label to every pixel in an image.
q6	q6_p1	what is overfitting regularization	Early stopping halts training when validation loss stops improving to avoid overfitting.
q6	q6_p9	what is overfitting regularization	The orchestra performed a symphony composed in the eighteenth century.
q6	q6_p12	what is overfitting regularization	Information retrieval finds relevant documents from large collections given a user query.
q6	q6_p3	what is overfitting regularization	Mean average precision averages precision at each relevant document position.
q6	q6_p18	what is overfitting regularization	Hybrid recommenders combine collaborative and content-based approaches for better accuracy.
q6	q6_p0	what is overfitting regularization	Overfitting occurs when a model memorizes training data and fails to generalize.
q6	q6_p13	what is overfitting regularization	Content-based filtering matches item features to user preference profiles.
q6	q6_p5	what is overfitting regularization	Astronomers observed a rare conjunction of planets visible to the naked eye.
q6	q6_p15	what is overfitting regularization	Inverted indexes map terms to documents for fast query processing at scale.
q6	q6_p14	what is overfitting regularization	Machine learning enables systems to learn patterns from data without explicit programming.
q6	q6_p11	what is overfitting regularization	Model aggregation combines local gradients from edge devices into a global model.
q6	q6_p16	what is overfitting regularization	Rainfall this month exceeded the historical average by thirty percent.
q6	q6_p2	what is overfitting regularization	Train test split partitions data into training validation and held-out test sets.
q6	q6_p17	what is overfitting regularization	Non-IID data distribution across clients poses challenges for federated optimization.
q6	q6_p4	what is overfitting regularization	Neural networks consist of layers of interconnected nodes that process information.
q6	q6_p7	what is overfitting regularization	The architect designed a sustainable building with solar panels and green roofs.
q6	q6_p19	what is overfitting regularization	Precision at k measures the fraction of relevant items in the top k results.
q6	q6_p6	what is overfitting regularization	NDCG measures ranking quality by rewarding relevant documents placed higher in the list.
q6	q6_p8	what is overfitting regularization	Convolutional neural networks use filters to detect local patterns in images and text.
q6	q6_p10	what is overfitting regularization	Differential privacy adds calibrated noise to model updates to protect individual records.
q7	q7_p18	how does neural networks work	Graph neural networks aggregate neighborhood information for node representation learning.
q7	q7_p13	how does neural networks work	Model aggregation combines local gradients from edge devices into a global model.
q7	q7_p15	how does neural networks work	Unsupervised learning discovers hidden structure in data without predefined labels.
q7	q7_p11	how does neural networks work	Football teams compete in a league system with promotion and relegation.
q7	q7_p2	how does neural networks work	The orchestra performed a symphony composed in the eighteenth century.
q7	q7_p3	how does neural networks work	BERT is pre-trained on masked language modeling and next sentence prediction tasks.
q7	q7_p5	how does neural networks work	Stochastic gradient descent updates parameters using a single random sample per step.
q7	q7_p1	how does neural networks work	Backpropagation computes gradients by applying the chain rule through network layers.
q7	q7_p0	how does neural networks work	Deep learning uses multiple hidden layers to learn hierarchical feature representations.
q7	q7_p12	how does neural networks work	Knowledge graphs store entities and relationships as structured triples.
q7	q7_p7	how does neural networks work	Missing value imputation fills gaps in data using statistical or model-based methods.
q7	q7_p19	how does neural networks work	Feature engineering transforms raw data into informative representations for ML models.
q7	q7_p4	how does neural networks work	Matrix factorization decomposes user-item interaction matrices into latent factors.
q7	q7_p14	how does neural networks work	Farmers adopted precision agriculture techniques to improve crop yields.
q7	q7_p16	how does neural networks work	Attention mechanisms allow models to focus on relevant parts of the input sequence.
q7	q7_p17	how does neural networks work	The museum acquired a collection of impressionist paintings from a private donor.
q7	q7_p10	how does neural networks work	L2 regularization penalizes large weights by adding squared norms to the loss.
q7	q7_p6	how does neural networks work	NLP enables computers to understand analyze and generate human language automatically.
q7	q7_p9	how does neural networks work	Adam optimizer adapts learning rates for each parameter using first and second moments.
q7	q7_p8	how does neural networks work	Cross validation estimates generalization performance by rotating the held-out fold.
q8	q8_p16	what is knowledge graphs	Supervised learning trains models on labeled examples to predict outputs for new inputs.
q8	q8_p14	what is knowledge graphs	Reinforcement learning trains agents to maximize cumulative reward through trial and error.
q8	q8_p4	what is knowledge graphs	Click-through rate prediction estimates the probability a user clicks a recommended item.
q8	q8_p0	what is knowledge graphs	Graph neural networks aggregate neighborhood information for node representation learning.
q8	q8_p13	what is knowledge graphs	Anomaly detection identifies unusual patterns that deviate from expected behavior.
q8	q8_p19	what is knowledge graphs	LambdaMART optimizes ranking metrics like NDCG using gradient boosted trees.
q8	q8_p18	what is knowledge graphs	Positional encodings inject sequence order information into transformer representations.
q8	q8_p10	what is knowledge graphs	ROC AUC measures classifier discrimination across all classification thresholds.
q8	q8_p15	what is knowledge graphs	Object detection locates and classifies multiple objects within a single image.
q8	q8_p2	what is knowledge graphs	Image segmentation assigns a class label to every pixel in an image.
q8	q8_p9	what is knowledge graphs	Feature engineering transforms raw data into informative representations for ML models.
q8	q8_p17	what is knowledge graphs	Rainfall this month exceeded the historical average by thirty percent.
q8	q8_p8	what is knowledge graphs	Scientists discovered a new species of amphibian in the tropical rainforest.
q8	q8_p12	what is knowledge graphs	Pointwise ranking models score each document independently of other candidates.
q8	q8_p5	what is knowledge graphs	Dropout randomly deactivates neurons during training to prevent co-adaptation.
q8	q8_p3	what is knowledge graphs	Overfitting occurs when a model memorizes training data and fails to generalize.
q8	q8_p7	what is knowledge graphs	The museum acquired a collection of impressionist paintings from a private donor.
q8	q8_p6	what is knowledge graphs	Football teams compete in a league system with promotion and relegation.
q8	q8_p11	what is knowledge graphs	The chef prepared a three-course meal for the anniversary celebration.
q8	q8_p1	what is knowledge graphs	Entity linking maps text mentions to nodes in a knowledge graph.
q9	q9_p5	how does knowledge graphs work	The chef prepared a three-course meal for the anniversary celebration.
q9	q9_p19	how does knowledge graphs work	The orchestra performed a symphony composed in the eighteenth century.
q9	q9_p7	how does knowledge graphs work	Sentiment analysis classifies text as positive negative or neutral in opinion mining.
q9	q9_p6	how does knowledge graphs work	Normalization scales features to a common range to stabilize model training.
q9	q9_p18	how does knowledge graphs work	Transformers use self-attention to process all tokens in parallel without recurrence.
q9	q9_p3	how does knowledge graphs work	Farmers adopted precision agriculture techniques to improve crop yields.
q9	q9_p15	how does knowledge graphs work	Recurrent neural networks process sequential data by maintaining hidden state across steps.
q9	q9_p13	how does knowledge graphs work	Non-IID data distribution across clients poses challenges for federated optimization.
q9	q9_p14	how does knowledge graphs work	Tourists flock to the coastal city during the summer holiday season.
q9	q9_p17	how does knowledge graphs work	Mini-batch gradient descent balances computational efficiency and gradient noise.
q9	q9_p9	how does knowledge graphs work	Data augmentation artificially expands training sets with rotations crops and flips.
q9	q9_p2	how does knowledge graphs work	Neural networks consist of layers of interconnected nodes that process information.
q9	q9_p4	how does knowledge graphs work	Pairwise ranking learns from preference pairs of more and less relevant documents.
q9	q9_p1	how does knowledge graphs work	Graph neural networks aggregate neighborhood information for node representation learning.
q9	q9_p0	how does knowledge graphs work	Entity linking maps text mentions to nodes in a knowledge graph.
q9	q9_p10	how does knowledge graphs work	Learning rate schedules decay the step size over training for better convergence.
q9	q9_p12	how does knowledge graphs work	Text summarization produces concise descriptions of longer documents automatically.
q9	q9_p16	how does knowledge graphs work	Content-based filtering matches item features to user preference profiles.
q9	q9_p11	how does knowledge graphs work	Positional encodings inject sequence order information into transformer representations.
q9	q9_p8	how does knowledge graphs work	NLP enables computers to understand analyze and generate human language automatically.
q10	q10_p17	explain search ranking	Image segmentation assigns a class label to every pixel in an image.
q10	q10_p10	explain search ranking	Gradient descent minimizes loss by iteratively updating parameters in the negative gradient direction.
q10	q10_p2	explain search ranking	The recipe calls for two cups of flour and one teaspoon of baking powder.
q10	q10_p1	explain search ranking	Pairwise ranking learns from preference pairs of more and less relevant documents.
q10	q10_p7	explain search ranking	Normalization scales features to a common range to stabilize model training.
q10	q10_p18	explain search ranking	GPT models generate text autoregressively by predicting the next token in sequence.
q10	q10_p15	explain search ranking	Transfer learning reuses features from pretrained vision models for new tasks.
q10	q10_p16	explain search ranking	Stochastic gradient descent updates parameters using a single random sample per step.
q10	q10_p14	explain search ranking	Positional encodings inject sequence order information into transformer representations.
q10	q10_p3	explain search ranking	Dropout randomly deactivates neurons during training to prevent co-adaptation.
q10	q10_p11	explain search ranking	Machine learning enables systems to learn patterns from data without explicit programming.
q10	q10_p4	explain search ranking	Early stopping halts training when validation loss stops improving to avoid overfitting.
q10	q10_p0	explain search ranking	Learning to rank trains models to order documents by relevance to a given query.
q10	q10_p8	explain search ranking	The orchestra performed a symphony composed in the eighteenth century.
q10	q10_p19	explain search ranking	Supervised learning trains models on labeled examples to predict outputs for new inputs.
q10	q10_p9	explain search ranking	Mini-batch gradient descent balances computational efficiency and gradient noise.
q10	q10_p5	explain search ranking	NLP enables computers to understand analyze and generate human language automatically.
q10	q10_p12	explain search ranking	Attention mechanisms allow models to focus on relevant parts of the input sequence.
q10	q10_p13	explain search ranking	ROC AUC measures classifier discrimination across all classification thresholds.
q10	q10_p6	explain search ranking	Content-based filtering matches item features to user preference profiles.
q11	q11_p8	how does knowledge graphs work	Information retrieval finds relevant documents from large collections given a user query.
q11	q11_p13	how does knowledge graphs work	Tourists flock to the coastal city during the summer holiday season.
q11	q11_p16	how does knowledge graphs work	Normalization scales features to a common range to stabilize model training.
q11	q11_p7	how does knowledge graphs work	Marathon runners trained for months to prepare for the city race event.
q11	q11_p4	how does knowledge graphs work	LSTM networks model long-range temporal dependencies in sequential data.
q11	q11_p5	how does knowledge graphs work	Non-IID data distribution across clients poses challenges for federated optimization.
q11	q11_p9	how does knowledge graphs work	Positional encodings inject sequence order information into transformer representations.
q11	q11_p14	how does knowledge graphs work	Rainfall this month exceeded the historical average by thirty percent.
q11	q11_p19	how does knowledge graphs work	Hybrid recommenders combine collaborative and content-based approaches for better accuracy.
q11	q11_p1	how does knowledge graphs work	Knowledge graphs store entities and relationships as structured triples.
q11	q11_p0	how does knowledge graphs work	Entity linking maps text mentions to nodes in a knowledge graph.
q11	q11_p11	how does knowledge graphs work	NLP enables computers to understand analyze and generate human language automatically.
q11	q11_p10	how does knowledge graphs work	Sentiment analysis classifies text as positive negative or neutral in opinion mining.
q11	q11_p2	how does knowledge graphs work	BERT is pre-trained on masked language modeling and next sentence prediction tasks.
q11	q11_p3	how does knowledge graphs work	NDCG measures ranking quality by rewarding relevant documents placed higher in the list.
q11	q11_p17	how does knowledge graphs work	Scientists discovered a new species of amphibian in the tropical rainforest.
q11	q11_p15	how does knowledge graphs work	Inverted indexes map terms to documents for fast query processing at scale.
q11	q11_p12	how does knowledge graphs work	Reinforcement learning trains agents to maximize cumulative reward through trial and error.
q11	q11_p6	how does knowledge graphs work	Mini-batch gradient descent balances computational efficiency and gradient noise.
q11	q11_p18	how does knowledge graphs work	Data augmentation artificially expands training sets with rotations crops and flips.
q12	q12_p4	explain time series forecasting	Train test split partitions data into training validation and held-out test sets.
q12	q12_p18	explain time series forecasting	Non-IID data distribution across clients poses challenges for federated optimization.
q12	q12_p13	explain time series forecasting	Transformers use self-attention to process all tokens in parallel without recurrence.
q12	q12_p19	explain time series forecasting	Scientists discovered a new species of amphibian in the tropical rainforest.
q12	q12_p0	explain time series forecasting	Anomaly detection identifies unusual patterns that deviate from expected behavior.
q12	q12_p12	explain time series forecasting	Inverted indexes map terms to documents for fast query processing at scale.
q12	q12_p5	explain time series forecasting	Click-through rate prediction estimates the probability a user clicks a recommended item.
q12	q12_p15	explain time series forecasting	One-hot encoding converts categorical variables into binary indicator vectors.
q12	q12_p6	explain time series forecasting	Overfitting occurs when a model memorizes training data and fails to generalize.
q12	q12_p3	explain time series forecasting	Relation extraction identifies semantic relationships between entities in text.
q12	q12_p11	explain time series forecasting	Vector space models represent queries and documents as vectors for similarity ranking.
q12	q12_p2	explain time series forecasting	Image segmentation assigns a class label to every pixel in an image.
q12	q12_p1	explain time series forecasting	Seasonal decomposition separates trend seasonal and residual components of a series.
q12	q12_p17	explain time series forecasting	Early stopping halts training when validation loss stops improving to avoid overfitting.
q12	q12_p14	explain time series forecasting	Precision at k measures the fraction of relevant items in the top k results.
q12	q12_p16	explain time series forecasting	Information retrieval finds relevant documents from large collections given a user query.
q12	q12_p10	explain time series forecasting	Ontologies define hierarchical concept schemas for knowledge representation.
q12	q12_p8	explain time series forecasting	Neural networks consist of layers of interconnected nodes that process information.
q12	q12_p7	explain time series forecasting	Transfer learning reuses features from pretrained vision models for new tasks.
q12	q12_p9	explain time series forecasting	Normalization scales features to a common range to stabilize model training.
q13	q13_p8	what is computer vision	Precision at k measures the fraction of relevant items in the top k results.
q13	q13_p1	what is computer vision	Image segmentation assigns a class label to every pixel in an image.
q13	q13_p11	what is computer vision	Attention mechanisms allow models to focus on relevant parts of the input sequence.
q13	q13_p9	what is computer vision	The recipe calls for two cups of flour and one teaspoon of baking powder.
q13	q13_p5	what is computer vision	The stock market closed higher following positive earnings announcements.
q13	q13_p4	what is computer vision	Ontologies define hierarchical concept schemas for knowledge representation.
q13	q13_p3	what is computer vision	Listwise ranking directly optimizes the ordering of an entire candidate document list.
q13	q13_p17	what is computer vision	Mean average precision averages precision at each relevant document position.
q13	q13_p19	what is computer vision	Query expansion adds related terms to improve recall in document retrieval systems.
q13	q13_p7	what is computer vision	Pairwise ranking learns from preference pairs of more and less relevant documents.
q13	q13_p2	what is computer vision	Hybrid recommenders combine collaborative and content-based approaches for better accuracy.
q13	q13_p6	what is computer vision	Relation extraction identifies semantic relationships between entities in text.
q13	q13_p16	what is computer vision	Sentiment analysis classifies text as positive negative or neutral in opinion mining.
q13	q13_p14	what is computer vision	Early stopping halts training when validation loss stops improving to avoid overfitting.
q13	q13_p18	what is computer vision	Knowledge graphs store entities and relationships as structured triples.
q13	q13_p10	what is computer vision	Learning to rank trains models to order documents by relevance to a given query.
q13	q13_p12	what is computer vision	Anomaly detection identifies unusual patterns that deviate from expected behavior.
q13	q13_p0	what is computer vision	Object detection locates and classifies multiple objects within a single image.
q13	q13_p15	what is computer vision	Cross validation estimates generalization performance by rotating the held-out fold.
q13	q13_p13	what is computer vision	Fourier transforms convert time domain signals into frequency domain representations.
q14	q14_p8	explain natural language processing	Gradient descent minimizes loss by iteratively updating parameters in the negative gradient direction.
q14	q14_p16	explain natural language processing	Listwise ranking directly optimizes the ordering of an entire candidate document list.
q14	q14_p15	explain natural language processing	The new legislation requires companies to disclose environmental impact reports.
q14	q14_p11	explain natural language processing	The architect designed a sustainable building with solar panels and green roofs.
q14	q14_p17	explain natural language processing	Vector space models represent queries and documents as vectors for similarity ranking.
q14	q14_p13	explain natural language processing	The stock market closed higher following positive earnings announcements.
q14	q14_p5	explain natural language processing	Fourier transforms convert time domain signals into frequency domain representations.
q14	q14_p12	explain natural language processing	NDCG measures ranking quality by rewarding relevant documents placed higher in the list.
q14	q14_p14	explain natural language processing	Cross validation estimates generalization performance by rotating the held-out fold.
q14	q14_p9	explain natural language processing	Data augmentation artificially expands training sets with rotations crops and flips.
q14	q14_p1	explain natural language processing	Sentiment analysis classifies text as positive negative or neutral in opinion mining.
q14	q14_p10	explain natural language processing	GPT models generate text autoregressively by predicting the next token in sequence.
q14	q14_p18	explain natural language processing	The orchestra performed a symphony composed in the eighteenth century.
q14	q14_p2	explain natural language processing	LambdaMART optimizes ranking metrics like NDCG using gradient boosted trees.
q14	q14_p3	explain natural language processing	BM25 ranks documents by term frequency and inverse document frequency weighting.
q14	q14_p4	explain natural language processing	Principal component analysis reduces dimensionality by projecting onto principal axes.
q14	q14_p19	explain natural language processing	Rainfall this month exceeded the historical average by thirty percent.
q14	q14_p6	explain natural language processing	Pairwise ranking learns from preference pairs of more and less relevant documents.
q14	q14_p7	explain natural language processing	Hybrid recommenders combine collaborative and content-based approaches for better accuracy.
q14	q14_p0	explain natural language processing	Named entity recognition identifies people places and organizations in text.
q15	q15_p17	how does knowledge graphs work	Click-through rate prediction estimates the probability a user clicks a recommended item.
q15	q15_p8	how does knowledge graphs work	Federated learning trains models across distributed devices without sharing raw data.
q15	q15_p14	how does knowledge graphs work	Rainfall this month exceeded the historical average by thirty percent.
q15	q15_p3	how does knowledge graphs work	Early stopping halts training when validation loss stops improving to avoid overfitting.
q15	q15_p11	how does knowledge graphs work	Attention mechanisms allow models to focus on relevant parts of the input sequence.
q15	q15_p4	how does knowledge graphs work	Pairwise ranking learns from preference pairs of more and less relevant documents.
q15	q15_p12	how does knowledge graphs work	Machine learning enables systems to learn patterns from data without explicit programming.
q15	q15_p9	how does knowledge graphs work	Inverted indexes map terms to documents for fast query processing at scale.
q15	q15_p19	how does knowledge graphs work	The orchestra performed a symphony composed in the eighteenth century.
q15	q15_p2	how does knowledge graphs work	Positional encodings inject sequence order information into transformer representations.
q15	q15_p7	how does knowledge graphs work	Scientists discovered a new species of amphibian in the tropical rainforest.
q15	q15_p18	how does knowledge graphs work	Pointwise ranking models score each document independently of other candidates.
q15	q15_p5	how does knowledge graphs work	Collaborative filtering recommends items based on preferences of similar users.
q15	q15_p6	how does knowledge graphs work	NLP enables computers to understand analyze and generate human language automatically.
q15	q15_p1	how does knowledge graphs work	Ontologies define hierarchical concept schemas for knowledge representation.
q15	q15_p15	how does knowledge graphs work	Learning rate schedules decay the step size over training for better convergence.
q15	q15_p13	how does knowledge graphs work	L2 regularization penalizes large weights by adding squared norms to the loss.
q15	q15_p0	how does knowledge graphs work	Knowledge graphs store entities and relationships as structured triples.
q15	q15_p10	how does knowledge graphs work	Farmers adopted precision agriculture techniques to improve crop yields.
q15	q15_p16	how does knowledge graphs work	F1 score is the harmonic mean of precision and recall for classification tasks.
q16	q16_p14	explain federated learning	One-hot encoding converts categorical variables into binary indicator vectors.
q16	q16_p2	explain federated learning	Transformers use self-attention to process all tokens in parallel without recurrence.
q16	q16_p16	explain federated learning	Learning to rank trains models to order documents by relevance to a given query.
q16	q16_p4	explain federated learning	Inverted indexes map terms to documents for fast query processing at scale.
q16	q16_p9	explain federated learning	Adam optimizer adapts learning rates for each parameter using first and second moments.
q16	q16_p12	explain federated learning	Stochastic gradient descent updates parameters using a single random sample per step.
q16	q16_p5	explain federated learning	ResNet introduced skip connections to train very deep networks without degradation.
q16	q16_p10	explain federated learning	Tourists flock to the coastal city during the summer holiday season.
